t,h,hd,alpha,ad,Fy,Mz,W_gust,delta
4.52200000e-02,-6.46166763e-03,1.11664639e-03,-8.71942050e-04,1.50916299e-04,164.188601,-8.286821,0.516005,0.000000
4.55000000e-02,-6.46135456e-03,1.11952487e-03,-8.71899364e-04,1.53975319e-04,164.182723,-8.286062,0.522380,0.000000
4.56400000e-02,-6.46119772e-03,1.12108893e-03,-8.71877677e-04,1.55839585e-04,164.176768,-8.285291,0.525582,0.000000
4.59200000e-02,-6.46088339e-03,1.12413298e-03,-8.71833524e-04,1.59526904e-04,164.170733,-8.284509,0.532015,0.000000
4.62000000e-02,-6.46056822e-03,1.12706484e-03,-8.71788347e-04,1.63157649e-04,164.164620,-8.283715,0.538486,0.000000
4.64800000e-02,-6.46025224e-03,1.12988402e-03,-8.71742154e-04,1.66827014e-04,164.158427,-8.282910,0.544996,0.000000
4.67600000e-02,-6.45993549e-03,1.13260326e-03,-8.71694900e-04,1.70728422e-04,164.152153,-8.282094,0.551544,0.000000
4.70400000e-02,-6.45961798e-03,1.13530436e-03,-8.71646547e-04,1.74648675e-04,164.145799,-8.281266,0.558130,0.000000
4.73200000e-02,-6.45929972e-03,1.13798388e-03,-8.71597089e-04,1.78637622e-04,164.139364,-8.280426,0.564755,0.000000
4.76000000e-02,-6.45898071e-03,1.14066136e-03,-8.71546492e-04,1.82817667e-04,164.132848,-8.279575,0.571418,0.000000
4.78800000e-02,-6.45866095e-03,1.14333809e-03,-8.71494695e-04,1.87145500e-04,164.126250,-8.278712,0.578120,0.000000
4.81600000e-02,-6.45834045e-03,1.14596032e-03,-8.71441704e-04,1.91368542e-04,164.119570,-8.277837,0.584860,0.000000
4.84400000e-02,-6.45801921e-03,1.14856592e-03,-8.71387505e-04,1.95804278e-04,164.112808,-8.276950,0.591638,0.000000
4.87200000e-02,-6.45769726e-03,1.15110919e-03,-8.71332051e-04,2.00284951e-04,164.105963,-8.276052,0.598455,0.000000
4.90000000e-02,-6.45737460e-03,1.15355340e-03,-8.71275352e-04,2.04700516e-04,164.099035,-8.275142,0.605310,0.000000
4.91400000e-02,-6.45721300e-03,1.15498711e-03,-8.71246520e-04,2.07179047e-04,164.092023,-8.274220,0.608751,0.000000
4.94200000e-02,-6.45688922e-03,1.15776871e-03,-8.71187823e-04,2.12072539e-04,164.084928,-8.273286,0.615664,0.000000
4.97000000e-02,-6.45656466e-03,1.16043583e-03,-8.71127767e-04,2.16879108e-04,164.077749,-8.272340,0.622614,0.000000
4.99800000e-02,-6.45623938e-03,1.16301019e-03,-8.71066380e-04,2.21580029e-04,164.070486,-8.271382,0.629603,0.000000
5.02600000e-02,-6.45591338e-03,1.16554312e-03,-8.71003693e-04,2.26204273e-04,164.063138,-8.270413,0.636630,0.000000
5.05400000e-02,-6.45558668e-03,1.16803288e-03,-8.70939671e-04,2.31157462e-04,164.055704,-8.269431,0.643695,0.000000
